employee_id,team_id,department,role_function,manager_id,location_site,period_date,hours_planned,hours_worked,overtime_hours,absence_days,output_units,unit_value,quality_score,error_count,attrition_flag,date_joined,date_left,engagement_score,total_labor_cost,headcount
EMP0348,Team D,Engineering,Data Engineer,EMP0085,Branch-East,2025-11-01,160.0,166.1,6.1,,12,0,36.4,0,False,2025-05-03,,3.61,10515.0,1
EMP0261,Team B,Support,Support Lead,EMP0480,HQ,2026-03-01,160.0,162.7,2.7,0.5,64,60,85.0,3,False,2023-09-20,,3.46,5669.5,1
EMP0081,Team H,Marketing,Content Creator,EMP0333,Remote,2025-09-01,160.0,170.5,16.2,0.1,19,150,59.1,0,False,2023-12-26,,4.31,5844.0,1
EMP0232,Team H,Sales,Sales Manager,EMP0318,HQ,2026-07-01,160.0,154.5,14.8,3.0,11,2500,78.6,0,False,2023-10-14,,4.26,9188.4,1
EMP0047,Team C,Sales,Account Executive,EMP0450,Remote,2025-09-01,160.0,160.2,0.2,2.2,17,2000,86.7,3,False,2023-12-23,,2.57,6420.0,1
EMP0447,Team D,Marketing,Content Creator,EMP0167,Branch-East,2026-01-01,160.0,166.4,6.4,1.5,20,150,73.1,2,False,2025-09-02,,3.55,5280.0,1
EMP0056,Team B,Marketing,Content Creator,EMP0301,Remote,2025-11-01,160.0,150.7,1.2,0.3,17,150,37.1,1,False,2024-02-12,,3.74,4575.0,1
EMP0423,Team D,Engineering,QA Engineer,EMP0277,HQ,2026-06-01,160.0,164.6,4.6,1.2,30,0,72.8,9,False,2022-02-23,,2.64,7203.0,1
EMP0370,Team E,Engineering,DevOps Engineer,EMP0259,HQ,2026-05-01,160.0,161.5,1.5,1.3,16,0,75.9,0,False,2025-12-26,,4.5,9497.5,1
EMP0020,Team B,Engineering,DevOps Engineer,EMP0344,HQ,2026-01-01,160.0,160.6,6.6,0.5,17,0,75.7,0,False,2025-08-14,,3.62,9889.0,1
EMP0267,Team F,Support,Support Agent,EMP0185,Remote,2026-05-01,160.0,158.8,1.2,5.2,119,50,87.7,7,False,2025-11-23,,4.47,3854.4,1
EMP0175,Team D,Support,Support Lead,EMP0344,HQ,2025-12-01,160.0,163.7,12.3,0.2,45,60,89.7,0,False,2022-10-14,,,6193.1,1
EMP0041,Team D,Engineering,DevOps Engineer,EMP0162,Branch-East,2025-09-01,160.0,174.8,14.8,2.2,13,0,48.3,0,False,2022-04-09,,3.04,11426.0,1
EMP0317,Team C,Sales,Sales Manager,EMP0309,Remote,2026-07-01,160.0,164.0,4.0,0.9,11,2500,32.8,4,False,2024-01-19,,,8840.0,1
EMP0219,Team A,Support,Support Agent,EMP0480,Branch-East,2026-08-01,160.0,164.8,5.8,2.5,102,50,62.0,4,False,2021-12-22,,4.36,4164.0,1
EMP0483,Team J,Sales,Account Executive,EMP0392,HQ,2026-01-01,160.0,160.6,0.6,2.7,15,2000,84.7,0,True,2024-12-03,2026-07-15,3.39,6460.0,1
EMP0209,Team D,Engineering,Developer,EMP0422,HQ,2026-04-01,160.0,160.4,0.4,0.0,18,0,76.1,1,False,2026-01-08,,3.15,8855.0,1
EMP0193,Team E,Marketing,Content Creator,,HQ,2025-12-01,160.0,152.7,20.6,2.5,16,150,74.2,3,False,2023-03-18,,3.52,5508.0,1
EMP0453,Team H,Sales,SDR,EMP0193,Remote,2025-11-01,160.0,160.6,0.6,1.3,29,150,68.9,0,False,2024-07-05,,3.69,4522.0,1
EMP0066,Team D,Sales,Account Executive,EMP0167,HQ,2025-10-01,160.0,152.9,2.0,1.2,16,2000,83.6,1,True,2023-03-26,2026-01-05,4.07,6236.0,1
EMP0072,Team G,Engineering,Developer,EMP0218,HQ,2026-02-01,160.0,160.2,0.2,3.0,17,0,,1,True,2025-02-03,2026-05-29,3.55,8827.5,1
EMP0251,Team A,Engineering,DevOps Engineer,EMP0147,HQ,2026-08-01,160.0,158.1,3.6,0.9,16,0,85.4,3,False,2023-11-18,,3.97,9483.0,1
EMP0448,Team G,Operations,Ops Analyst,EMP0167,,2026-05-01,160.0,160.8,0.8,4.2,62,40,94.3,4,False,2024-02-09,,3.45,5184.0,1
EMP0497,Team A,Sales,Account Executive,EMP0351,Remote,2026-08-01,160.0,154.2,9.2,2.0,18,2000,68.2,3,False,2025-09-17,,3.81,6720.0,1
EMP0192,Team G,Marketing,Marketing Specialist,EMP0457,HQ,2025-12-01,160.0,142.0,9.0,5.0,10,300,65.5,3,False,2024-01-17,,3.61,5131.5,1
EMP0185,Team B,Engineering,QA Engineer,EMP0450,HQ,2026-08-01,160.0,148.8,19.8,2.4,25,0,77.0,2,False,2025-08-09,,3.65,7497.0,1
EMP0032,Team A,Engineering,QA Engineer,EMP0351,Branch-West,2025-11-01,160.0,163.7,3.7,3.4,23,0,54.9,0,False,2024-01-28,,3.94,7108.5,1
EMP0365,Team I,Marketing,Content Creator,EMP0301,HQ,2025-12-01,160.0,149.0,27.4,0.5,21,150,76.7,4,False,2024-09-30,,3.38,5703.0,1
EMP0454,Team G,Marketing,Marketing Specialist,EMP0162,HQ,2026-01-01,160.0,160.2,0.2,2.3,13,300,,1,False,2023-08-22,,,5296.5,1
EMP0011,Team B,engineering,Developer,EMP0217,Remote,2026-03-01,160.0,162.7,4.0,2.1,18,0,78.6,2,False,2025-08-31,,2.75,9278.5,1
EMP0098,team j,Sales,SDR,EMP0162,Branch-West,2025-09-01,160.0,154.8,2.3,1.2,36,150,79.6,0,False,2022-07-17,,3.67,4431.0,1
EMP0300,Team J,Engineering,QA Engineer,EMP0480,HQ,2025-12-01,160.0,160.1,0.1,1.3,19,0,74.8,2,False,2024-10-03,,4.48,6730.5,1
EMP0388,Team J,Engineering,DevOps Engineer,EMP0392,Branch-East,2026-05-01,160.0,162.0,2.0,3.4,16,0,61.9,0,False,2025-10-09,,3.18,9570.0,1
EMP0486,Team A,Marketing,Marketing Specialist,EMP0453,HQ,2026-05-01,160.0,150.6,1.1,0.3,16,300,81.4,0,False,2021-10-11,,3.91,5024.25,1
EMP0344,Team A,Sales,SDR,EMP0450,Remote,2026-06-01,160.0,163.4,11.7,0.7,62,150,62.9,4,False,2022-08-19,,4.57,5066.6,1
EMP0482,Team H,Support,Support Lead,EMP0450,Remote,2025-11-01,160.0,161.2,1.2,2.0,85,60,52.8,2,False,2024-06-22,,2.45,5542.0,1
EMP0173,Team B,Sales,SDR,EMP0392,Remote,2026-02-01,160.0,152.1,11.8,0.4,60,150,72.7,0,False,2021-08-26,,3.73,4754.4,1
EMP0412,Team G,Marketing,Content Creator,EMP0303,Branch-East,2025-12-01,160.0,160.4,0.4,0.2,18,150,90.5,0,True,2025-02-28,2026-06-23,4.85,4830.0,1
EMP0282,Team D,Sales,Sales Manager,EMP0199,HQ,2026-06-01,160.0,139.3,15.0,2.5,10,2500,87.6,0,False,2022-10-28,,3.12,8413.6,1
EMP0433,Team E,Support,Support Agent,EMP0100,Branch-West,2025-12-01,160.0,162.0,11.8,6.4,94,50,64.8,1,False,2022-08-29,,3.36,4312.8,1
EMP0459,Team C,Engineering,Data Engineer,EMP0376,Remote,2026-06-01,160.0,148.1,0.2,2.3,18,0,59.5,1,False,2025-01-27,,3.38,8904.0,1
EMP0287,Team D,Sales,SDR,EMP0033,Branch-West,2026-06-01,160.0,161.5,15.6,1.6,36,150,42.1,0,False,2025-01-08,,4.32,5177.2,1
EMP0391,Team G,Marketing,Marketing Specialist,EMP0293,Remote,2026-07-01,160.0,146.8,0.6,3.0,10,300,,0,False,2023-05-28,,3.13,4874.1,1
EMP0135,Team C,Marketing,Content Creator,EMP0471,HQ,2025-12-01,160.0,152.5,6.6,1.3,19,150,87.0,1,False,2021-10-07,,4.17,4872.0,1
EMP0033,Team I,Engineering,Developer,EMP0351,HQ,2026-01-01,160.0,157.5,2.8,0.8,21,0,76.1,4,False,2024-01-01,,4.3,8893.5,1
EMP0061,Team J,Sales,Account Executive,EMP0193,Branch-East,2026-05-01,160.0,161.6,14.9,0.3,14,2000,87.8,0,False,2021-08-20,,3.2,7358.0,1
EMP0469,Team J,Engineering,Data Engineer,EMP0185,Remote,2025-10-01,160.0,133.7,2.5,1.3,19,0,77.7,0,False,2022-07-22,,3.88,8247.0,1
EMP0315,Team A,Operations,Ops Analyst,EMP0210,Remote,2026-02-01,160.0,170.1,10.1,1.3,69,40,97.2,0,False,2026-01-11,,4.18,5928.0,1
EMP0266,Team I,Operations,Ops Coordinator,EMP0033,HQ,2026-04-01,160.0,165.6,5.6,3.8,62,35,92.7,7,False,2024-05-19,,3.53,4698.0,1
EMP0223,Team B,Engineering,QA Engineer,EMP0071,HQ,2026-05-01,160.0,160.4,0.4,0.2,22,0,80.7,0,False,2022-12-17,,3.74,6762.0,1
EMP0479,Team C,Marketing,Content Creator,EMP0450,HQ,2025-12-01,160.0,165.4,19.0,0.3,13,150,74.9,0,False,2025-12-24,,4.84,5817.0,1
EMP0411,Team G,Sales,Account Executive,EMP0100,Remote,2025-12-01,160.0,167.9,7.9,0.2,7,2000,57.7,1,False,2025-11-25,,3.75,7190.0,1
EMP0354,Team C,Engineering,QA Engineer,EMP0422,Branch-East,2026-08-01,160.0,160.7,0.7,0.1,34,0,85.3,0,False,2023-12-07,,2.86,6793.5,1
EMP0345,Team H,Sales,Sales Manager,EMP0301,Remote,2025-09-01,160.0,148.7,3.0,1.7,7,2500,61.0,0,False,2022-01-29,,3.3,7966.4,1
EMP0421,Team C,Operations,Ops Coordinator,EMP0303,Branch-East,2026-01-01,160.0,155.2,0.1,2.5,43,35,58.3,1,False,2026-01-13,,3.45,4194.45,1
EMP0472,Team A,Marketing,Marketing Specialist,EMP0471,,2025-10-01,160.0,161.0,1.0,0.6,11,300,83.9,2,False,2023-02-14,,4.34,5362.5,1
EMP0270,Team H,Engineering,DevOps Engineer,EMP0392,,2026-02-01,160.0,150.1,25.8,1.1,13,0,69.4,6,False,2022-08-13,,3.17,10950.4,1
EMP0080,Team E,Engineering,Developer,EMP0422,Remote,2026-08-01,160.0,156.8,12.5,1.5,20,0,82.8,0,False,2024-11-08,,2.91,9655.25,1
EMP0233,Team D,Sales,Sales Manager,EMP0218,Branch-West,2026-03-01,160.0,164.6,4.6,1.2,14,2500,55.9,3,True,2022-03-08,2026-03-31,2.43,8918.0,1
EMP0203,Team B,engineering,DevOps Engineer,EMP0280,Remote,2026-04-01,160.0,156.0,23.2,4.5,17,0,65.0,2,False,2025-08-16,,3.62,11066.4,1
EMP0207,team f,Engineering,DevOps Engineer,EMP0167,Remote,2026-02-01,160.0,162.2,3.4,1.8,14,0,67.1,1,False,2025-05-18,,5.0,9703.4,1
EMP0088,team e,Support,Support Agent,EMP0199,Branch-East,2026-01-01,160.0,166.0,6.0,1.0,129,50,94.2,0,False,2025-04-28,,5.0,4200.0,1
EMP0178,Team D,Sales,Account Executive,EMP0480,,2026-04-01,160.0,160.9,1.8,0.0,14,2000,75.7,0,False,2024-12-18,,4.05,6544.0,1
EMP0140,Team I,Marketing,Marketing Specialist,EMP0482,HQ,2026-07-01,160.0,162.4,2.4,1.9,14,300,82.3,4,False,2025-07-21,,4.88,5478.0,1
EMP0318,Team G,Engineering,QA Engineer,EMP0450,Remote,2026-08-01,160.0,161.1,1.1,0.0,33,0,54.1,1,False,2022-01-13,,3.55,6835.5,1
EMP0008,Team B,Marketing,Marketing Specialist,EMP0457,Remote,2025-09-01,160.0,150.5,8.0,0.2,15,300,88.7,0,False,2025-09-18,,4.01,5362.5,1
EMP0184,Team E,Marketing,Marketing Specialist,EMP0100,HQ,2025-09-01,160.0,158.9,11.6,2.8,12,300,85.9,2,False,2025-08-01,,4.15,5817.9,1
EMP0435,Team A,Engineering,QA Engineer,EMP0277,HQ,2026-05-01,160.0,162.2,10.3,1.2,23,0,81.6,0,False,2025-06-23,,3.39,7461.3,1
EMP0142,Team E,Engineering,Developer,EMP0457,Branch-West,2025-11-01,160.0,154.2,4.3,0.5,15,0,88.3,0,False,2025-03-29,,3.74,8835.75,1
EMP0311,Team F,Sales,Sales Manager,EMP0199,Remote,2026-05-01,160.0,156.0,0.0,0.2,11,2500,74.8,1,False,2024-06-28,,3.32,8112.0,1
EMP0191,Team E,Engineering,QA Engineer,EMP0147,Remote,2026-05-01,160.0,168.7,12.4,0.6,24,0,93.7,0,False,2023-11-14,,3.45,7866.6,1
EMP0464,Team J,Sales,Account Executive,EMP0277,,2026-04-01,160.0,168.6,11.0,4.0,15,2000,86.0,3,False,2024-07-31,,3.26,7404.0,1
EMP0394,Team F,Operations,Ops Coordinator,EMP0259,Remote,2025-11-01,160.0,152.6,6.5,0.0,80,35,78.7,0,False,2025-03-27,,2.56,4383.45,1
EMP0231,Team H,Operations,Ops Coordinator,EMP0251,Branch-East,2026-03-01,160.0,165.4,5.4,,81,35,83.8,0,False,2023-05-27,,2.62,4684.5,1
EMP0297,Team F,Operations,Ops Coordinator,EMP0185,HQ,2025-11-01,160.0,152.6,1.0,4.5,70,35,87.2,3,False,2022-01-30,,2.66,4160.7,1
EMP0354,Team C,Engineering,QA Engineer,EMP0422,Branch-East,2025-11-01,160.0,163.4,6.2,0.1,33,0,93.6,1,False,2023-12-07,,4.02,7253.4,1
EMP0050,Team J,Engineering,Developer,EMP0471,Branch-East,2026-02-01,160.0,154.4,8.1,0.1,20,0,,0,False,2022-02-18,,3.44,9160.25,1
EMP0422,Team A,Operations,Ops Coordinator,EMP0147,,2025-09-01,160.0,157.5,2.3,5.7,54,35,74.6,0,False,2024-02-15,,2.35,4345.65,1
EMP0226,Team G,engineering,DevOps Engineer,EMP0392,HQ,2026-01-01,160.0,165.8,19.2,0.5,15,0,34.7,0,False,2025-12-09,,4.46,11286.8,1
EMP0416,Team D,Sales,Account Executive,EMP0450,Branch-East,2026-07-01,160.0,160.3,0.3,0.4,15,2000,,0,False,2025-02-23,,4.01,6430.0,1
EMP0117,Team C,Operations,Ops Analyst,EMP0033,HQ,2026-06-01,160.0,143.1,5.5,0.3,81,40,80.5,0,False,2022-11-16,,3.26,4843.2,1
EMP0367,Team I,Marketing,Content Creator,EMP0061,Remote,2025-10-01,160.0,160.3,20.2,1.5,20,150,87.1,2,False,2021-09-10,,4.08,5718.0,1
EMP0457,Team G,Engineering,Data Engineer,EMP0147,Remote,2026-02-01,160.0,160.6,0.6,1.4,14,0,73.7,0,False,2022-07-06,,3.52,9690.0,1
EMP0345,Team H,Sales,Sales Manager,EMP0301,Remote,2026-08-01,160.0,161.4,1.4,1.0,10,2500,83.1,0,False,2022-01-29,,3.54,8502.0,1
EMP0337,Team I,Operations,Ops Coordinator,EMP0243,Remote,2026-07-01,160.0,161.8,11.4,1.4,68,35,83.6,0,False,2022-12-31,,3.97,4830.3,1
EMP0441,Team E,Engineering,Developer,EMP0006,Branch-East,2026-03-01,160.0,163.7,5.3,2.5,18,0,93.6,3,False,2024-06-21,,3.74,9440.75,1
EMP0062,Team D,Engineering,QA Engineer,EMP0187,Branch-West,2026-07-01,160.0,161.0,1.0,2.3,21,0,92.0,3,False,2024-11-23,,2.95,6825.0,1
EMP0267,  Team F  ,Support,Support Agent,EMP0185,Remote,2025-11-01,160.0,164.5,6.6,0.1,78,50,88.2,0,False,2025-11-23,,3.63,4185.6,1
EMP0467,Team A,Engineering,DevOps Engineer,EMP0303,Branch-East,2026-06-01,160.0,152.7,2.3,0.4,14,0,46.3,0,False,2023-08-15,,3.6,9056.7,1
EMP0247,Team J,Sales,Sales Manager,EMP0476,Remote,2026-07-01,160.0,169.8,12.9,,8,2500,79.9,0,False,2025-10-10,,3.81,9835.8,1
EMP0334,Team G,Engineering,DevOps Engineer,EMP0450,Branch-East,2026-08-01,160.0,166.6,6.6,1.1,8,0,71.9,0,False,2023-08-04,,4.11,10237.0,1
EMP0426,Team B,SALES,SDR,EMP0476,HQ,2026-05-01,160.0,162.3,2.3,0.7,55,150,68.8,0,False,2026-01-02,,4.41,4641.0,1
EMP0353,Team A,Support,Support Lead,EMP0470,,2026-01-01,160.0,151.5,18.2,2.8,91,60,59.1,4,False,2023-08-26,,,6079.2,1
EMP0088,Team E,Support,Support Agent,EMP0199,Branch-East,2025-11-01,160.0,154.9,5.2,0.6,101,50,72.6,4,False,2025-04-28,,3.07,3904.8,1
EMP0445,Team G,Operations,Ops Analyst,EMP0309,Remote,2026-02-01,160.0,162.2,2.8,0.5,74,40,90.4,7,False,2025-03-25,,3.71,5324.8,1
EMP0105,Team F,Marketing,Marketing Specialist,EMP0303,HQ,2026-05-01,160.0,154.0,1.8,0.3,12,300,65.4,1,False,2022-11-12,,2.82,5171.1,1
EMP0403,Team J,Sales,Sales Manager,EMP0225,HQ,2026-04-01,160.0,168.5,8.5,0.0,11,2500,79.3,1,False,2024-10-14,,3.5,9425.0,1
EMP0036,Team H,Operations,Ops Analyst,EMP0296,Branch-East,2026-03-01,160.0,160.1,11.8,4.0,56,40,82.8,2,False,2023-07-24,,4.01,5689.6,1
EMP0117,Team C,OPERATIONS,Ops Analyst,EMP0033,HQ,2026-04-01,160.0,165.1,5.1,1.2,28,40,56.0,13,False,2022-11-16,,3.64,5528.0,1
EMP0284,Team I,Engineering,Developer,EMP0167,HQ,2026-06-01,160.0,151.7,15.5,1.6,20,0,81.5,4,False,2022-05-19,,4.07,9622.25,1
EMP0443,Team F,Sales,Account Executive,EMP0480,Remote,2025-10-01,160.0,163.1,3.9,0.9,15,2000,54.8,0,False,2021-12-08,,4.5,6758.0,1
EMP0228,Team C,Sales,SDR,EMP0476,Remote,2026-03-01,160.0,159.2,1.0,0.3,47,150,87.4,0,False,2021-12-21,,3.12,4499.6,1
EMP0378,Team D,Engineering,Developer,EMP0177,Remote,2026-02-01,160.0,158.8,25.5,,21,0,76.1,2,False,2023-07-16,,4.44,10837.75,1
EMP0185,Team B,Engineering,QA Engineer,EMP0450,HQ,2025-12-01,160.0,170.1,10.1,0.0,16,0,58.6,2,False,2025-08-09,,2.99,7780.5,1
EMP0142,Team E,Engineering,Developer,EMP0457,Branch-West,2026-08-01,160.0,152.5,1.5,0.6,16,0,89.8,1,False,2025-03-29,,3.37,8511.25,1
EMP0367,Team I,Marketing,Content Creator,EMP0061,Remote,2026-01-01,160.0,164.3,4.3,2.2,20,150,79.6,0,False,2021-09-10,,3.36,5122.5,1
EMP0376,Team E,Sales,SDR,EMP0193,Branch-West,2026-03-01,160.0,160.3,1.9,2.4,44,150,51.0,5,True,2022-03-01,2026-06-17,4.15,4568.2,1
EMP0133,Team E,Engineering,Developer,EMP0147,HQ,2026-01-01,160.0,157.6,8.0,10.4,21,0,50.1,0,False,2025-01-07,,3.22,9328.0,1
EMP0474,Team F,Marketing,Marketing Specialist,EMP0035,,2026-05-01,160.0,163.9,3.9,7.3,11,300,59.2,3,False,2024-08-21,,2.07,5601.75,1
EMP0034,Team J,  Marketing  ,Content Creator,EMP0434,Branch-West,2025-11-01,160.0,160.5,0.5,2.3,22,150,76.2,0,False,2023-04-13,,4.56,4837.5,1
EMP0151,Team J,Marketing,Marketing Specialist,EMP0245,Remote,2025-10-01,160.0,149.2,36.8,3.1,11,300,70.7,8,False,2024-07-08,,3.71,6745.2,1
EMP0285,Team C,Sales,Account Executive,EMP0035,HQ,2026-08-01,160.0,151.1,8.3,1.8,14,2000,66.6,4,False,2024-09-15,,3.68,6542.0,1
EMP0257,Team A,Marketing,Marketing Specialist,EMP0476,Remote,2025-11-01,160.0,139.2,3.6,2.1,10,300,85.1,1,False,2025-05-28,,2.75,4771.8,1
EMP0127,Team E,Operations,Ops Analyst,EMP0277,HQ,2025-10-01,160.0,167.6,7.6,2.2,64,40,55.4,0,False,2022-05-14,,3.12,5728.0,1
EMP0483,Team J,Sales,Account Executive,EMP0392,HQ,2025-09-01,160.0,163.0,3.0,0.2,18,2000,73.6,1,True,2024-12-03,2026-07-15,4.31,6700.0,1
EMP0171,Team G,Support,Support Agent,EMP0303,,2026-07-01,160.0,140.7,0.9,0.4,137,50,84.4,2,False,2022-11-02,,4.46,3409.2,1
EMP0112,Team A,Engineering,Developer,EMP0471,HQ,2026-06-01,160.0,160.8,21.0,1.6,14,0,82.8,0,False,2025-06-20,,2.64,10576.5,1
EMP0218,Team D,Operations,Ops Coordinator,EMP0147,HQ,2025-11-01,160.0,164.0,6.4,0.8,81,35,63.9,1,False,2022-05-08,,4.14,4687.2,1
EMP0368,Team D,Marketing,Content Creator,EMP0449,HQ,2025-12-01,160.0,164.9,4.9,2.8,18,150,57.9,0,False,2025-05-23,,2.93,5167.5,1
EMP0260,Team C,Engineering,QA Engineer,EMP0187,HQ,2026-02-01,160.0,159.7,0.0,0.3,27,0,73.6,2,False,2025-12-23,,4.14,6707.4,1
EMP0475,Team C,Sales,Account Executive,EMP0457,HQ,2025-09-01,160.0,163.1,3.1,3.0,13,2000,62.1,3,False,2024-06-18,,3.74,6710.0,1
EMP0339,Team H,Sales,Account Executive,EMP0035,HQ,2025-11-01,160.0,155.4,3.6,0.1,17,2000,80.2,0,False,2024-04-19,,3.84,6432.0,1
EMP0338,Team D,Support,Support Agent,EMP0422,,2026-07-01,160.0,160.2,2.6,0.2,119,50,79.5,1,False,2025-09-16,,2.45,3938.4,1
EMP0045,Team H,  Engineering  ,DevOps Engineer,EMP0225,Remote,2025-11-01,160.0,161.9,1.9,,16,0,88.4,0,False,2023-02-23,,3.76,9555.5,1
EMP0482,Team H,Support,Support Lead,EMP0450,Remote,2025-11-01,160.0,161.2,1.2,2.0,85,60,52.8,2,False,2024-06-22,,2.45,5542.0,1
EMP0045,Team H,Engineering,DevOps Engineer,EMP0225,Remote,2026-07-01,160.0,143.6,11.1,2.7,13,0,53.1,2,False,2023-02-23,,,9294.5,1
EMP0485,Team D,Sales,SDR,EMP0471,HQ,2025-11-01,160.0,163.3,3.3,3.4,48,150,82.2,2,False,2024-05-27,,3.93,4711.0,1
EMP0481,Team D,Support,Support Lead,EMP0476,HQ,2026-08-01,160.0,167.1,10.8,0.6,117,60,64.0,0,False,2022-01-26,,4.31,6232.2,1
EMP0305,Team G,Support,Support Lead,EMP0376,Remote,2026-02-01,160.0,162.5,2.5,4.4,123,60,70.8,2,False,2022-09-18,,4.79,5652.5,1
EMP0002,Team D,Marketing,Marketing Specialist,EMP0344,Remote,2025-12-01,160.0,164.4,4.4,1.7,5,300,47.0,0,False,2022-03-21,,3.31,5643.0,1
EMP0270,Team H,Engineering,DevOps Engineer,EMP0392,Remote,2026-08-01,160.0,157.5,0.8,2.5,12,0,51.6,2,False,2022-08-13,,3.69,9204.6,1
EMP0095,Team D,Operations,Ops Analyst,EMP0177,Branch-West,2026-05-01,160.0,157.9,12.6,2.6,44,40,84.7,4,False,2024-03-12,,3.18,5657.6,1
EMP0024,team g,Sales,SDR,EMP0434,Remote,2026-05-01,160.0,162.9,2.9,3.7,49,150,86.9,0,False,2024-05-13,,3.11,4683.0,1
EMP0334,Team G,Engineering,DevOps Engineer,EMP0450,Branch-East,2025-11-01,160.0,153.2,9.9,0.4,14,0,79.5,0,False,2023-08-04,,2.69,9746.9,1
EMP0036,Team H,Operations,Ops Analyst,EMP0296,Branch-East,2026-07-01,160.0,148.9,0.4,1.2,47,40,97.3,3,False,2023-07-24,,4.21,4784.0,1
EMP0475,Team C,Sales,Account Executive,EMP0457,HQ,2026-06-01,160.0,159.7,0.3,0.3,15,2000,90.5,7,False,2024-06-18,,3.73,6406.0,1
EMP0162,Team I,Support,Support Agent,EMP0450,Remote,2025-10-01,160.0,157.3,0.5,0.5,133,50,56.7,2,False,2022-08-14,,4.31,3793.2,1
EMP0379,team d,Operations,Ops Analyst,EMP0471,Remote,2026-02-01,160.0,157.6,1.4,2.6,71,40,72.4,0,False,2025-03-21,,,5110.4,1
EMP0237,Team J,Engineering,DevOps Engineer,EMP0077,HQ,2026-02-01,160.0,155.2,0.9,0.1,13,0,52.0,4,False,2021-10-17,,,9079.9,1
EMP0197,Team E,Support,Support Agent,EMP0449,HQ,2025-12-01,160.0,158.2,1.1,0.8,69,50,77.5,0,False,2025-08-22,,3.63,3836.4,1
EMP0463,Team F,Operations,Ops Analyst,EMP0453,HQ,2025-12-01,160.0,160.8,0.8,0.3,44,40,50.8,2,False,2025-07-16,,4.67,5184.0,1
EMP0235,Team B,Engineering,DevOps Engineer,EMP0450,Remote,2026-07-01,160.0,154.7,4.8,0.3,14,0,86.0,0,False,2023-10-25,,4.57,9390.2,1
EMP0436,Team C,Support,Support Agent,EMP0420,Remote,2026-03-01,160.0,168.6,8.6,0.2,106,50,77.2,0,False,2025-06-01,,3.36,4356.0,1
EMP0405,Team B,Sales,SDR,EMP0309,Remote,2025-11-01,160.0,167.0,7.0,2.1,40,150,97.9,5,False,2024-10-13,,4.09,4970.0,1
EMP0494,Team C,Engineering,Data Engineer,EMP0210,HQ,2026-06-01,160.0,157.0,1.2,0.5,13,0,90.7,1,False,2024-08-06,,3.37,9528.0,1
EMP0293,Team J,Operations,Ops Analyst,EMP0193,Remote,2026-03-01,160.0,147.0,2.2,1.3,35,40,82.7,1,False,2025-03-19,,3.18,4809.6,1
EMP0050,Team J,Engineering,Developer,EMP0471,Branch-East,2025-10-01,160.0,160.0,0.0,0.0,17,0,73.2,0,False,2022-02-18,,3.53,8800.0,1
EMP0087,Team E,Support,Support Lead,EMP0185,HQ,2026-02-01,160.0,150.6,24.5,1.4,94,60,72.3,0,False,2023-12-17,,3.88,6369.9,1
EMP0457,Team G,Engineering,Data Engineer,EMP0147,Remote,2025-09-01,160.0,159.1,3.4,0.7,15,0,70.3,2,False,2022-07-06,,4.33,9852.0,1
EMP0228,Team C,Sales,SDR,EMP0476,Remote,2026-04-01,160.0,159.4,23.6,0.7,21,150,,21,False,2021-12-21,,3.38,5454.4,1
EMP0467,team a,Engineering,DevOps Engineer,EMP0303,Branch-East,2025-11-01,160.0,162.7,2.7,0.1,17,0,86.1,0,False,2023-08-15,,3.76,9671.5,1
EMP0407,Team I,Sales,Account Executive,EMP0187,Remote,2026-08-01,160.0,151.4,0.6,,18,2000,97.7,2,False,2023-02-17,,3.66,6092.0,1
EMP0475,Team C,Sales,Account Executive,EMP0457,HQ,2026-08-01,160.0,155.0,6.1,1.1,14,2000,93.4,0,False,2024-06-18,,3.89,6566.0,1
EMP0435,Team A,Engineering,QA Engineer,EMP0277,HQ,2026-02-01,160.0,151.8,1.1,1.2,25,0,89.9,2,False,2025-06-23,,3.98,6444.9,1
EMP0051,Team G,Marketing,Marketing Specialist,EMP0392,Remote,2026-03-01,160.0,144.6,9.5,0.0,11,300,,0,False,2024-07-19,,2.93,5242.05,1
EMP0276,Team F,Sales,SDR,EMP0077,Remote,2026-02-01,160.0,164.7,4.7,,39,150,72.9,3,False,2022-12-15,,2.68,4809.0,1
EMP0003,Team A,Operations,Ops Analyst,EMP0225,Remote,2026-01-01,160.0,162.4,7.3,0.4,46,40,81.0,2,False,2023-03-15,,5.0,5547.2,1
EMP0485,Team D,Sales,SDR,EMP0471,HQ,2026-03-01,160.0,157.7,4.3,3.3,42,150,63.6,1,False,2024-05-27,,3.65,4596.2,1
EMP0123,Team C,Sales,SDR,EMP0344,Branch-West,2026-06-01,160.0,165.5,8.0,7.4,37,150,63.1,2,False,2025-05-24,,4.97,4970.0,1
EMP0112,Team A,Engineering,Developer,EMP0471,HQ,2026-03-01,160.0,142.7,1.5,3.7,19,0,88.2,5,False,2025-06-20,,3.5,7972.25,1
EMP0357,Team D,Engineering,Developer,EMP0309,HQ,2026-06-01,160.0,155.0,2.9,,17,0,82.5,8,False,2025-04-27,,3.49,8764.25,1
EMP0355,Team D,Engineering,Data Engineer,EMP0193,Remote,2026-01-01,160.0,160.2,0.2,0.7,19,0,71.0,5,False,2022-01-13,,3.59,9630.0,1
